iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,Brazil,2021-03-19,11885660.0,88259.0,72655.286,290708.0,2656.0,2178.714,55201.647,409.909,337.44,1350.161,12.336,10.119,1.05,15623349.0,11509501.0,4113848.0,,535747.0,372233.0,7.26,5.35,1.91,,1729.0,280264.0,0.13,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-20,11958814.0,73154.0,73056.857,293076.0,2368.0,2237.571,55541.403,339.756,339.305,1361.159,10.998,10.392,1.05,15883688.0,11739832.0,4143856.0,,260339.0,379994.0,7.38,5.45,1.92,,1765.0,295695.0,0.137,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-21,12006259.0,47445.0,73627.857,294323.0,1247.0,2262.857,55761.756,220.353,341.957,1366.951,5.792,10.51,1.05,15980363.0,11818482.0,4161881.0,,96675.0,384814.0,7.42,5.49,1.93,,1787.0,300039.0,0.139,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-22,12062229.0,55970.0,75293.0,295926.0,1603.0,2301.286,56021.702,259.947,349.69,1374.396,7.445,10.688,1.04,16567102.0,12314847.0,4252255.0,,586739.0,400504.0,7.69,5.72,1.97,,1860.0,318151.0,0.148,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-23,12147437.0,85208.0,75230.571,299073.0,3147.0,2343.714,56417.441,395.739,349.4,1389.012,14.616,10.885,1.04,17157631.0,12817812.0,4339819.0,,590529.0,422691.0,7.97,5.95,2.02,,1963.0,345061.0,0.16,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-24,12238343.0,90906.0,75552.571,301390.0,2317.0,2294.571,56839.644,422.203,350.896,1399.773,10.761,10.657,1.03,17886781.0,13436373.0,4450408.0,,729150.0,462584.0,8.31,6.24,2.07,,2148.0,387271.0,0.18,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-25,12336604.0,98261.0,77029.0,304044.0,2654.0,2284.571,57296.007,456.362,357.753,1412.099,12.326,10.61,1.03,18655345.0,14102934.0,4552411.0,,768564.0,509678.0,8.66,6.55,2.11,,2367.0,435312.0,0.202,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-26,12416950.0,80346.0,75898.571,307554.0,3510.0,2406.571,57669.165,373.158,352.503,1428.401,16.302,11.177,1.03,19577786.0,14928869.0,4648917.0,,922441.0,564920.0,9.09,6.93,2.16,,2624.0,488481.0,0.227,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-27,12498653.0,81703.0,77119.857,310963.0,3409.0,2555.286,58048.626,379.461,358.175,1444.234,15.833,11.868,1.02,19962072.0,15282128.0,4679944.0,,384286.0,582626.0,9.27,7.1,2.17,,2706.0,506042.0,0.235,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-28,12545611.0,46958.0,77050.286,312545.0,1582.0,2603.143,58266.717,218.091,357.852,1451.581,7.347,12.09,1.02,20216938.0,15513974.0,4702964.0,,254866.0,605225.0,9.39,7.21,2.18,,2811.0,527927.0,0.245,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-29,12588226.0,42615.0,75142.429,314558.0,2013.0,2661.714,58464.638,197.921,348.991,1460.93,9.349,12.362,1.01,21160763.0,16335279.0,4825484.0,,943825.0,656237.0,9.83,7.59,2.24,,3048.0,574347.0,0.267,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-30,12674667.0,86441.0,75318.571,318213.0,3655.0,2734.286,58866.103,401.466,349.809,1477.905,16.975,12.699,1.01,21950245.0,16995184.0,4955061.0,,789482.0,684659.0,10.19,7.89,2.3,,3180.0,596767.0,0.277,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-03-31,12763392.0,88725.0,75007.0,322138.0,3925.0,2964.0,59278.177,412.074,348.362,1496.135,18.229,13.766,1.0,22839287.0,17745732.0,5093555.0,,889042.0,707501.0,10.61,8.24,2.37,,3286.0,615623.0,0.286,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,360854.12,21.3,83.18,1683.6676
BRA,South America,Brazil,2021-04-01,12851165.0,87773.0,73508.714,325793.0,3655.0,3107.0,59685.829,407.652,341.403,1513.11,16.975,14.43,1.0,23880805.0,18639028.0,5241777.0,,1041518.0,746494.0,11.09,8.66,2.43,,3467.0,648013.0,0.301,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-02,12920540.0,69375.0,71941.429,328594.0,2801.0,3005.714,60008.034,322.205,334.124,1526.119,13.009,13.96,1.0,24181208.0,18900837.0,5280371.0,,300403.0,657632.0,11.23,8.78,2.45,,3054.0,567424.0,0.264,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-03,12959895.0,39355.0,65891.714,330503.0,1909.0,2791.429,60190.814,182.78,306.027,1534.985,8.866,12.964,1.0,24575470.0,19222342.0,5353128.0,,394262.0,659057.0,11.41,8.93,2.49,,3061.0,562888.0,0.261,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-04,12992213.0,32318.0,63800.286,331745.0,1242.0,2742.857,60340.911,150.097,296.313,1540.753,5.768,12.739,1.0,24910668.0,19510333.0,5400335.0,,335198.0,670533.0,11.57,9.06,2.51,,3114.0,570908.0,0.265,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-05,13034887.0,42674.0,63808.714,333657.0,1912.0,2728.429,60539.106,198.195,296.353,1549.633,8.88,12.672,1.0,25658532.0,20056296.0,5602236.0,,747864.0,642538.0,11.92,9.31,2.6,,2984.0,531574.0,0.247,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-06,13120019.0,85132.0,63621.714,337725.0,4068.0,2787.429,60934.492,395.386,295.484,1568.527,18.893,12.946,1.0,26736003.0,20850120.0,5885883.0,,1077471.0,683680.0,12.42,9.68,2.73,,3175.0,550705.0,0.256,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-07,13208715.0,88696.0,63617.571,341396.0,3671.0,2751.143,61346.431,411.939,295.465,1585.576,17.05,12.777,1.0,27644079.0,21538484.0,6105595.0,,908076.0,686399.0,12.84,10.0,2.84,,3188.0,541822.0,0.252,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-08,13297270.0,88555.0,63729.286,345544.0,4148.0,2821.571,61757.715,411.284,295.984,1604.841,19.265,13.104,1.0,28653848.0,22246612.0,6407236.0,,1009769.0,681863.0,13.31,10.33,2.98,,3167.0,515369.0,0.239,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-09,13385380.0,88110.0,66405.714,349296.0,3752.0,2957.429,62166.932,409.217,308.414,1622.267,17.426,13.735,0.99,29544578.0,22693305.0,6851273.0,,890730.0,766196.0,13.72,10.54,3.18,,3559.0,541781.0,0.252,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-10,13451932.0,66552.0,70291.0,351674.0,2378.0,3024.429,62476.026,309.093,326.459,1633.311,11.044,14.047,0.99,30084664.0,23097172.0,6987492.0,,540086.0,787028.0,13.97,10.73,3.25,,3655.0,553547.0,0.257,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-11,13491107.0,39175.0,71270.571,353531.0,1857.0,3112.286,62657.97,181.944,331.008,1641.936,8.625,14.455,0.99,30356896.0,23300896.0,7056000.0,,272232.0,778033.0,14.1,10.82,3.28,,3613.0,541509.0,0.251,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-12,13530757.0,39650.0,70838.571,355242.0,1711.0,3083.571,62842.12,184.15,329.002,1649.883,7.947,14.321,0.99,31316420.0,23910515.0,7405905.0,,959524.0,808270.0,14.54,11.1,3.44,,3754.0,550603.0,0.256,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-13,13613418.0,82661.0,70485.571,358999.0,3757.0,3039.143,63226.03,383.91,327.363,1667.332,17.449,14.115,0.99,32217205.0,24473138.0,7744067.0,,900785.0,783029.0,14.96,11.37,3.6,,3637.0,517574.0,0.24,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-14,13688024.0,74606.0,68472.714,362444.0,3445.0,3006.857,63572.529,346.499,318.014,1683.331,16.0,13.965,0.98,33148388.0,24996380.0,8152008.0,,931183.0,786330.0,15.4,11.61,3.79,,3652.0,493985.0,0.229,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-15,13759207.0,71183.0,65991.0,365935.0,3491.0,2913.0,63903.131,330.602,306.488,1699.545,16.214,13.529,0.98,34050325.0,25478194.0,8572131.0,,901937.0,770925.0,15.81,11.83,3.98,,3580.0,461655.0,0.214,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-16,13843594.0,84387.0,65459.143,369272.0,3337.0,2853.714,64295.057,391.926,304.018,1715.043,15.498,13.254,0.98,34993448.0,25810304.0,9183144.0,,943123.0,778410.0,16.25,11.99,4.27,,3615.0,445286.0,0.207,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-17,13912159.0,68565.0,65746.714,372149.0,2877.0,2925.0,64613.5,318.443,305.353,1728.405,13.362,13.585,0.98,35603882.0,26085155.0,9518727.0,,610434.0,788460.0,16.54,12.11,4.42,,3662.0,426855.0,0.198,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-18,13950997.0,38838.0,65698.571,373671.0,1522.0,2877.143,64793.878,180.379,305.13,1735.474,7.069,13.363,0.98,35817144.0,26210282.0,9606862.0,,213262.0,780035.0,16.63,12.17,4.46,,3623.0,415627.0,0.193,70.83,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-19,13987519.0,36522.0,65251.714,375427.0,1756.0,2883.571,64963.501,169.622,303.054,1743.63,8.156,13.392,0.98,36910479.0,26707227.0,10203252.0,,1093335.0,799151.0,17.14,12.4,4.74,,3712.0,399530.0,0.186,63.43,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-20,14060162.0,72643.0,63820.571,378774.0,3347.0,2825.0,65300.883,337.382,296.408,1759.174,15.545,13.12,0.98,37909705.0,27184073.0,10725632.0,,999226.0,813214.0,17.61,12.63,4.98,,3777.0,387276.0,0.18,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-21,14134150.0,73988.0,63732.286,381971.0,3197.0,2789.571,65644.512,343.629,295.998,1774.022,14.848,12.956,0.98,38467754.0,27518053.0,10949701.0,,558049.0,759909.0,17.87,12.78,5.09,,3529.0,360239.0,0.167,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-22,14182258.0,48108.0,60435.857,384022.0,2051.0,2583.857,65867.945,223.432,280.688,1783.548,9.526,12.0,0.98,39291064.0,27887014.0,11404050.0,,823310.0,748677.0,18.25,12.95,5.3,,3477.0,344117.0,0.16,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-23,14251539.0,69281.0,58277.857,387064.0,3042.0,2541.714,66189.713,321.768,270.665,1797.676,14.128,11.805,0.98,41073104.0,28783905.0,12289199.0,,1782040.0,868522.0,19.08,13.37,5.71,,4034.0,424800.0,0.197,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-24,14315320.0,63781.0,57594.429,389830.0,2766.0,2525.857,66485.937,296.224,267.491,1810.523,12.846,11.731,0.98,41494939.0,28981002.0,12513937.0,,421835.0,841580.0,19.27,13.46,5.81,,3909.0,413692.0,0.192,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-25,14348961.0,33641.0,56852.0,391164.0,1334.0,2499.0,66642.179,156.242,264.043,1816.718,6.196,11.606,0.98,41626753.0,29041497.0,12585256.0,,131814.0,829944.0,19.33,13.49,5.85,,3855.0,404459.0,0.188,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-26,14381359.0,32398.0,56262.857,392544.0,1380.0,2445.286,66792.648,150.469,261.307,1823.128,6.409,11.357,0.99,42787199.0,29601947.0,13185252.0,,1160446.0,839531.0,19.87,13.75,6.12,,3899.0,413531.0,0.192,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-27,14457203.0,75844.0,56720.143,395625.0,3081.0,2407.286,67144.897,352.249,263.43,1837.437,14.309,11.18,0.99,44287510.0,30275923.0,14011587.0,,1500311.0,911115.0,20.57,14.06,6.51,,4232.0,441693.0,0.205,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-28,14534482.0,77279.0,57190.286,398637.0,3012.0,2380.857,67503.811,358.914,265.614,1851.426,13.989,11.058,0.99,45379804.0,30748674.0,14631130.0,,1092294.0,987436.0,21.08,14.28,6.8,,4586.0,461517.0,0.214,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-29,14603096.0,68614.0,60119.714,401669.0,3032.0,2521.0,67822.481,318.67,279.219,1865.508,14.082,11.709,0.99,46426188.0,31243694.0,15182494.0,,1046384.0,1019303.0,21.56,14.51,7.05,,4734.0,479526.0,0.223,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-04-30,14675104.0,72008.0,60509.286,404530.0,2861.0,2495.143,68156.914,334.433,281.029,1878.795,13.288,11.588,0.99,47399150.0,31696792.0,15702358.0,,972962.0,903721.0,22.01,14.72,7.29,,4197.0,416127.0,0.193,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,443063.62,24.5,71.83,2067.2395
BRA,South America,Brazil,2021-05-01,14733396.0,58292.0,59725.143,406770.0,2240.0,2420.0,68427.645,270.731,277.387,1889.199,10.403,11.239,1.0,47663526.0,31830880.0,15832646.0,,264376.0,881227.0,22.14,14.78,7.35,,4093.0,407125.0,0.189,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-02,14762684.0,29288.0,59103.286,408036.0,1266.0,2410.286,68563.67,136.025,274.499,1895.079,5.88,11.194,1.0,47755613.0,31884404.0,15871209.0,,92087.0,875551.0,22.18,14.81,7.37,,4066.0,406130.0,0.189,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-03,14801673.0,38989.0,60044.857,409161.0,1125.0,2373.857,68744.75,181.08,278.872,1900.303,5.225,11.025,1.0,48643324.0,32345310.0,16298014.0,,887711.0,836589.0,22.59,15.02,7.57,,3885.0,391909.0,0.182,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-04,14871208.0,69535.0,59143.571,412140.0,2979.0,2359.286,69067.698,322.948,274.686,1914.139,13.836,10.957,1.0,49626137.0,32896171.0,16729966.0,,982813.0,762661.0,23.05,15.28,7.77,,3542.0,374321.0,0.174,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-05,14947580.0,76372.0,59014.0,414911.0,2771.0,2324.857,69422.399,354.701,274.084,1927.009,12.87,10.798,1.0,50576224.0,33490395.0,17085829.0,,950087.0,742346.0,23.49,15.55,7.94,,3448.0,391674.0,0.182,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-06,15019870.0,72290.0,59539.143,417447.0,2536.0,2254.0,69758.142,335.743,276.523,1938.787,11.778,10.468,1.01,51624587.0,34271192.0,17353395.0,,1048363.0,742628.0,23.98,15.92,8.06,,3449.0,432500.0,0.201,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-07,15096714.0,76844.0,60230.0,419633.0,2186.0,2157.571,70115.036,356.894,279.732,1948.94,10.153,10.021,1.01,52647815.0,35008550.0,17639265.0,,1023228.0,749809.0,24.45,16.26,8.19,,3482.0,473108.0,0.22,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-08,15158475.0,61761.0,60725.571,421715.0,2082.0,2135.0,70401.878,286.842,282.033,1958.609,9.67,9.916,1.01,52972460.0,35253389.0,17719071.0,,324645.0,758419.0,24.6,16.37,8.23,,3522.0,488930.0,0.227,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-09,15191195.0,32720.0,61215.857,422637.0,922.0,2085.857,70553.842,151.964,284.31,1962.891,4.282,9.688,1.01,53064124.0,35318058.0,17746066.0,,91664.0,758359.0,24.65,16.4,8.24,,3522.0,490522.0,0.228,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-10,15227496.0,36301.0,60831.857,423748.0,1111.0,2083.857,70722.438,168.596,282.527,1968.051,5.16,9.678,1.01,54008862.0,35926219.0,18082643.0,,944738.0,766505.0,25.08,16.69,8.4,,3560.0,511558.0,0.238,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-11,15297602.0,70106.0,60913.429,425993.0,2245.0,1979.0,71048.038,325.6,282.906,1978.478,10.427,9.191,1.01,54912939.0,36523507.0,18389432.0,,904077.0,755257.0,25.5,16.96,8.54,,3508.0,518191.0,0.241,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-12,15373850.0,76248.0,60895.714,428574.0,2581.0,1951.857,71402.163,354.125,282.823,1990.465,11.987,9.065,1.01,55907165.0,37233983.0,18673182.0,,994226.0,761563.0,25.97,17.29,8.67,,3537.0,534798.0,0.248,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-13,15453880.0,80030.0,62001.429,430851.0,2277.0,1914.857,71773.854,371.691,287.959,2001.04,10.575,8.893,1.01,56583962.0,37768491.0,18815471.0,,676797.0,708482.0,26.28,17.54,8.74,,3290.0,499614.0,0.232,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-14,15531794.0,77914.0,62154.286,433038.0,2187.0,1915.0,72135.717,361.863,288.669,2011.198,10.157,8.894,1.01,57313642.0,38320507.0,18993135.0,,729680.0,666547.0,26.62,17.8,8.82,,3096.0,473137.0,0.22,56.94,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-15,15599145.0,67351.0,62952.857,435039.0,2001.0,1903.429,72448.521,312.804,292.378,2020.491,9.293,8.84,1.01,57668646.0,38570631.0,19098015.0,,355004.0,670884.0,26.78,17.91,8.87,,3116.0,473892.0,0.22,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-16,15636709.0,37564.0,63644.857,436100.0,1061.0,1923.286,72622.983,174.462,295.592,2025.419,4.928,8.932,1.01,57935280.0,38752714.0,19182566.0,,266634.0,695879.0,26.91,18.0,8.91,,3232.0,490665.0,0.228,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-17,15672307.0,35598.0,63544.429,437185.0,1085.0,1919.571,72788.314,165.331,295.125,2030.458,5.039,8.915,1.01,58714631.0,39284275.0,19430356.0,,779351.0,672253.0,27.27,18.25,9.02,,3122.0,479722.0,0.223,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-18,15747112.0,74805.0,64215.714,439636.0,2451.0,1949.0,73135.738,347.424,298.243,2041.841,11.383,9.052,1.01,59603625.0,39891922.0,19711703.0,,888994.0,670098.0,27.68,18.53,9.15,,3112.0,481202.0,0.223,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-19,15827375.0,80263.0,64789.286,442136.0,2500.0,1937.429,73508.511,372.773,300.907,2053.452,11.611,8.998,1.01,60363334.0,40435632.0,19927702.0,,759709.0,636596.0,28.04,18.78,9.26,,2957.0,457378.0,0.212,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-20,15910762.0,83387.0,65268.857,444647.0,2511.0,1970.857,73895.792,387.282,303.134,2065.114,11.662,9.153,1.01,61297420.0,41089722.0,20207698.0,,934086.0,673351.0,28.47,19.08,9.39,,3127.0,474462.0,0.22,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-21,15987393.0,76631.0,65085.571,446773.0,2126.0,1962.143,74251.697,355.904,302.283,2074.988,9.874,9.113,1.01,62122684.0,41659039.0,20463645.0,,825264.0,687006.0,28.85,19.35,9.5,,3191.0,476933.0,0.222,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-22,16055289.0,67896.0,65163.429,448499.0,1726.0,1922.857,74567.032,315.336,302.644,2083.005,8.016,8.93,1.01,62459684.0,41882011.0,20577673.0,,337000.0,684434.0,29.01,19.45,9.56,,3179.0,473054.0,0.22,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
BRA,South America,Brazil,2021-05-23,16093784.0,38495.0,65296.429,449388.0,889.0,1898.286,74745.818,178.786,303.262,2087.133,4.129,8.816,1.01,63278821.0,42474538.0,20804283.0,,819137.0,763363.0,29.39,19.73,9.66,,3545.0,531689.0,0.247,60.65,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
